unit,cycle,setting1,setting2,setting3,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,RUL,sensor1_mean_10,sensor1_std_10,sensor2_mean_10,sensor2_std_10,sensor3_mean_10,sensor3_std_10,sensor4_mean_10,sensor4_std_10,sensor5_mean_10,sensor5_std_10,sensor6_mean_10,sensor6_std_10,sensor7_mean_10,sensor7_std_10,sensor8_mean_10,sensor8_std_10,sensor9_mean_10,sensor9_std_10,sensor10_mean_10,sensor10_std_10,sensor11_mean_10,sensor11_std_10,sensor12_mean_10,sensor12_std_10,sensor13_mean_10,sensor13_std_10,sensor14_mean_10,sensor14_std_10,sensor15_mean_10,sensor15_std_10,sensor16_mean_10,sensor16_std_10,sensor17_mean_10,sensor17_std_10,sensor18_mean_10,sensor18_std_10,sensor19_mean_10,sensor19_std_10,sensor20_mean_10,sensor20_std_10,sensor21_mean_10,sensor21_std_10
1,18,-0.0031,-0.0001,100.0,518.67,642.62,1591.04,1396.12,14.62,21.61,554.2,2388.05,9049.55,1.3,47.21,521.76,2388.07,8132.73,8.4028,0.03,392,2388,100.0,38.89,23.3987,125,518.67,0.0,642.3349999999999,0.3724170302825754,1587.032,4.273340613618413,1399.8740000000003,2.764120113164462,14.62,0.0,21.61,0.0,553.984,0.419104866219524,2388.072,0.027808871486111855,9049.736,2.626274082336245,1.3,0.0,47.233999999999995,0.1231259517729723,521.794,0.2934545204211286,2388.048,0.02936362072772053,8132.609999999999,4.803526482352908,8.41113,0.023897747453124406,0.03,0.0,392.1,0.7378647873726252,2388.0,0.0,100.0,0.0,38.977,0.1018768319535315,23.391460000000002,0.06446174059083448
1,19,0.0032,-0.0003,100.0,518.67,641.79,1587.56,1400.35,14.62,21.61,554.18,2388.04,9053.99,1.3,47.4,521.89,2388.03,8129.13,8.4321,0.03,391,2388,100.0,38.8,23.3464,125,518.67,0.0,642.3019999999999,0.4066338784596657,1586.69,4.053467651283282,1400.4289999999999,2.112504832341529,14.62,0.0,21.61,0.0,554.033,0.40944542439200965,2388.0710000000004,0.02884826203119583,9050.489,2.661872565611043,1.3,0.0,47.245,0.13318742016004692,521.804,0.29500282484529344,2388.046,0.029888682362168476,8132.954000000001,4.355143064367731,8.417060000000001,0.020436416298144387,0.03,0.0,392.0,0.8164965809277277,2388.0,0.0,100.0,0.0,38.952000000000005,0.11213087591440696,23.38544,0.06569003306776747
1,20,-0.0037,0.0001,100.0,518.67,643.04,1581.11,1405.23,14.62,21.61,554.81,2388.05,9045.9,1.3,47.22,522.07,2388.02,8129.71,8.421,0.03,392,2388,100.0,39.03,23.422,125,518.67,0.0,642.435,0.408989269079681,1585.677,4.0558272207335175,1400.9060000000002,2.602081218306929,14.62,0.0,21.61,0.0,554.155,0.4431515918208254,2388.071,0.02884826203119583,9049.909000000001,2.9813958326772503,1.3,0.0,47.263999999999996,0.1107750473306631,521.832,0.3065869461597938,2388.042,0.03047767853517466,8132.986999999999,4.326207089099792,8.4163,0.020098092778502386,0.03,0.0,391.9,0.7378647873726252,2388.0,0.0,100.0,0.0,38.96,0.11479450238481258,23.380699999999997,0.060460547283146836
1,21,-0.0012,0.0001,100.0,518.67,642.37,1586.07,1398.13,14.62,21.61,554.08,2388.11,9048.15,1.3,47.15,522.42,2388.08,8134.02,8.4049,0.03,392,2388,100.0,39.09,23.3101,125,518.67,0.0,642.4440000000001,0.4061800367107373,1586.109,3.813929003592448,1400.6550000000002,2.747581765035365,14.62,0.0,21.61,0.0,554.109,0.42212294154401797,2388.077,0.0302030167735605,9049.763,3.032967194018742,1.3,0.0,47.263999999999996,0.1107750473306631,521.934,0.31641042264053115,2388.049,0.030349812373908554,8132.331,3.4569525757681117,8.41339,0.019343069387594714,0.03,0.0,391.9,0.7378647873726252,2388.0,0.0,100.0,0.0,38.975,0.12149531312404746,23.363840000000003,0.05316333740881928
1,22,0.0002,0.0,100.0,518.67,642.77,1592.93,1400.57,14.62,21.61,553.63,2388.04,9061.21,1.3,47.24,522.0,2388.03,8130.41,8.4034,0.03,392,2388,100.0,38.92,23.3792,125,518.67,0.0,642.515,0.3934533715139705,1587.061,4.230745797138022,1400.697,2.742209368779392,14.62,0.0,21.61,0.0,554.02,0.4196559437337925,2388.072,0.0319026296373167,9050.947,4.70992816647227,1.3,0.0,47.269999999999996,0.10728984626287091,521.954,0.31330496325465246,2388.05,0.02943920288813059,8131.947,3.433297896256948,8.41435,0.018481837931691357,0.03,0.0,392.0,0.6666666666666632,2388.0,0.0,100.0,0.0,38.961,0.11864512913164875,23.36516,0.05338633200027887
1,23,0.0034,-0.0003,100.0,518.67,642.14,1588.19,1394.75,14.62,21.61,553.98,2388.05,9046.28,1.3,47.25,521.52,2388.05,8127.9,8.424,0.03,392,2388,100.0,38.94,23.4562,125,518.67,0.0,642.422,0.3558026918892369,1587.661,3.8735698436113766,1400.089,3.3221460600709314,14.62,0.0,21.61,0.0,554.074,0.3683355957698195,2388.065,0.027588242261937717,9050.893,4.765272639978491,1.3,0.0,47.257,0.10011659869039168,521.9209999999999,0.34157966371941983,2388.0469999999996,0.027507574714684194,8131.926999999999,3.458686487992376,8.41523,0.018734581808930874,0.03,0.0,391.9,0.5676462121975551,2388.0,0.0,100.0,0.0,38.962,0.11839669665061074,23.38321,0.05019746452206918
1,24,-0.001,0.0003,100.0,518.67,642.38,1590.83,1398.81,14.62,21.61,553.49,2388.12,9043.76,1.3,47.44,522.13,2388.03,8133.88,8.3891,0.03,392,2388,100.0,39.0,23.3696,125,518.67,0.0,642.425,0.3552542125797106,1587.449,3.600316189818371,1400.0539999999999,3.3348403260126944,14.62,0.0,21.61,0.0,553.975,0.3799488269636943,2388.068,0.03190262963721419,9050.532,5.180469305209176,1.3,0.0,47.257,0.10011659869039168,521.9669999999999,0.33493117037517456,2388.05,0.023094010768077784,8131.872,3.4186020534713486,8.4145,0.019668756951062565,0.03,0.0,391.8,0.4216370213558206,2388.0,0.0,100.0,0.0,38.944,0.09240009620003849,23.381909999999998,0.05038300970234503
1,25,0.0023,-0.0004,100.0,518.67,642.77,1594.1,1399.39,14.62,21.61,554.0,2388.02,9054.16,1.3,47.36,522.56,2388.02,8136.61,8.3917,0.03,393,2388,100.0,38.95,23.4288,125,518.67,0.0,642.4590000000001,0.3716763825338439,1588.477,3.903827324278192,1399.7800000000002,3.256972008886094,14.62,0.0,21.61,0.0,554.0110000000001,0.361277055887989,2388.059,0.031428932176628226,9050.725999999999,5.285956656819229,1.3,0.0,47.263,0.10467409740077109,521.9730000000001,0.3458981866901524,2388.0440000000003,0.022211108332211106,8132.777,3.3474137612322976,8.41168,0.02079769217966196,0.03,0.0,392.0,0.47140452079103246,2388.0,0.0,100.0,0.0,38.940000000000005,0.091043335224976,23.389789999999998,0.05099619702596659
1,26,0.0,0.0002,100.0,518.67,642.16,1589.08,1396.07,14.62,21.61,554.11,2388.07,9047.11,1.3,47.26,522.28,2388.06,8131.15,8.426,0.03,394,2388,100.0,38.86,23.4149,125,518.67,0.0,642.462,0.3688360069192238,1588.587,3.903764707163119,1398.9370000000001,2.978627760116325,14.62,0.0,21.61,0.0,554.028,0.36156450169903964,2388.061,0.03142893217666601,9050.503,5.396801624830189,1.3,0.0,47.265,0.1043764554123383,522.0519999999999,0.3118689183329608,2388.043,0.02110818693218746,8132.281,3.160954321438558,8.414919999999999,0.020182764924557884,0.03,0.0,392.2,0.7888106377466023,2388.0,0.0,100.0,0.0,38.928999999999995,0.0936245456894385,23.38578,0.04669389205833662
1,27,-0.0012,-0.0004,100.0,518.67,642.44,1590.47,1401.84,14.62,21.61,554.07,2388.02,9047.96,1.3,47.37,522.0,2388.13,8134.6,8.4046,0.03,393,2388,100.0,38.99,23.4472,125,518.67,0.0,642.4480000000001,0.36650905703541803,1589.138,3.7194527673965143,1399.126,3.1072324234493887,14.62,0.0,21.61,0.0,554.055,0.3526171987990328,2388.057,0.0340098025082746,9049.806999999999,5.2094146610822,1.3,0.0,47.29,0.09533566430715848,522.063,0.3074284017818893,2388.052,0.034576806613523886,8132.014,2.7828730158274704,8.40996,0.014846114343863726,0.03,0.0,392.3,0.8232726023485439,2388.0,0.0,100.0,0.0,38.946999999999996,0.08512082915217854,23.397309999999997,0.046143290110508155
1,28,-0.0024,0.0005,100.0,518.67,642.35,1582.84,1399.13,14.62,21.61,554.68,2388.12,9049.84,1.3,47.41,522.57,2388.08,8127.3,8.4323,0.03,390,2388,100.0,39.01,23.2841,125,518.67,0.0,642.421,0.362351885449711,1588.318,4.134303112040203,1399.427,2.924076492387724,14.62,0.0,21.61,0.0,554.103,0.40354126871430507,2388.064,0.039214509786104176,9049.836,5.208632151426718,1.3,0.0,47.309999999999995,0.09763879010583217,522.144,0.3249341813693194,2388.053,0.03529242915399486,8131.4710000000005,3.135107476449222,8.41291,0.016139836843453412,0.03,0.0,392.1,1.1005049346146132,2388.0,0.0,100.0,0.0,38.958999999999996,0.0846496045800255,23.385849999999998,0.058370545273756506
1,29,0.0012,-0.0001,100.0,518.67,641.91,1584.83,1400.99,14.62,21.61,554.25,2388.05,9050.47,1.3,47.24,522.41,2388.06,8133.06,8.4189,0.03,393,2388,100.0,38.93,23.3597,125,518.67,0.0,642.433,0.3404588407169107,1588.0449999999998,4.277570052676875,1399.491,2.953380172691199,14.62,0.0,21.61,0.0,554.11,0.4056270865380303,2388.065,0.03865804501563531,9049.484,5.011939522556285,1.3,0.0,47.294,0.09430447143869347,522.196,0.3213582286343749,2388.056,0.0343834585558928,8131.864,3.0543273491154164,8.41159,0.014887164493839311,0.03,0.0,392.3,1.0593499054713678,2388.0,0.0,100.0,0.0,38.971999999999994,0.06528569691916887,23.38718,0.05751706606642073
1,30,-0.0022,0.0,100.0,518.67,642.2,1593.52,1396.08,14.62,21.61,554.37,2388.07,9045.62,1.3,47.4,522.19,2388.0,8137.86,8.4065,0.03,390,2388,100.0,39.05,23.411,125,518.67,0.0,642.349,0.27049132251429725,1589.286,3.8174895764981507,1398.576,2.329249759997281,14.62,0.0,21.61,0.0,554.066,0.3397777051086275,2388.067,0.03831158803501875,9049.456,5.034916307368458,1.3,0.0,47.312,0.09577751997901487,522.208,0.31835689267082096,2388.054,0.03717824931676019,8132.679000000001,3.4741951905758546,8.41014,0.014571600994932665,0.03,0.0,392.1,1.2866839377079229,2388.0,0.0,100.0,0.0,38.974000000000004,0.06752777206453203,23.38608,0.056878795111477386
1,31,0.0014,0.0005,100.0,518.67,642.02,1584.18,1396.9,14.62,21.61,554.13,2388.08,9058.78,1.3,47.41,521.95,2388.06,8125.28,8.4104,0.03,392,2388,100.0,38.94,23.3353,125,518.67,0.0,642.3140000000001,0.2894515887366371,1589.0970000000002,4.034991532416319,1398.453,2.387174294247127,14.62,0.0,21.61,0.0,554.071,0.3403739773314666,2388.064,0.035652645218784085,9050.519,5.793531738067177,1.3,0.0,47.338,0.08107609594282064,522.161,0.31827486374015024,2388.052,0.03614784456503536,8131.805,4.135731159325996,8.410689999999999,0.01445517592805696,0.03,0.0,392.1,1.2866839377079229,2388.0,0.0,100.0,0.0,38.958999999999996,0.054252496102318616,23.3886,0.05360236313198737
1,32,0.0005,-0.0003,100.0,518.67,642.33,1591.38,1400.36,14.62,21.61,554.96,2388.04,9050.97,1.3,47.25,521.92,2388.07,8129.7,8.4148,0.03,392,2388,100.0,39.02,23.4999,125,518.67,0.0,642.27,0.24198255217153472,1588.942,3.8988653620143703,1398.432,2.3673229137109613,14.62,0.0,21.61,0.0,554.204,0.4029943479063591,2388.064,0.035652645218784085,9049.494999999999,4.441036540667209,1.3,0.0,47.339,0.07978443178685765,522.153,0.32372999723695844,2388.056,0.03565264521960399,8131.7339999999995,4.168306877164864,8.411829999999998,0.014264645495457483,0.03,0.0,392.1,1.2866839377079229,2388.0,0.0,100.0,0.0,38.969,0.05546770832354562,23.400669999999998,0.0638586990506758
1,33,-0.0042,-0.0004,100.0,518.67,642.71,1588.4,1402.43,14.62,21.61,554.61,2388.04,9047.13,1.3,47.28,521.91,2388.08,8134.42,8.3753,0.03,392,2388,100.0,38.83,23.3506,125,518.67,0.0,642.327,0.27309135630562303,1588.963,3.8949284688915866,1399.2,2.284406074040399,14.62,0.0,21.61,0.0,554.267,0.4132002473916021,2388.063,0.03622460796486931,9049.579999999998,4.380385574097926,1.3,0.0,47.342,0.07656515018086407,522.192,0.25524715691074706,2388.059,0.03634709219683145,8132.386,4.008838013966151,8.406960000000002,0.017576764965904275,0.03,0.0,392.1,1.2866839377079229,2388.0,0.0,100.0,0.0,38.958000000000006,0.070679244163717,23.39011,0.06236958749618755
1,34,0.0015,-0.0001,100.0,518.67,642.54,1581.47,1400.48,14.62,21.61,554.3,2388.03,9046.46,1.3,47.47,521.7,2388.09,8126.61,8.4349,0.03,392,2388,100.0,38.81,23.3092,125,518.67,0.0,642.343,0.28111089152379976,1588.027,4.477506870768582,1399.367,2.3135833198264,14.62,0.0,21.61,0.0,554.348,0.31061945277863157,2388.054,0.03134042472927519,9049.85,4.052749409693354,1.3,0.0,47.345,0.08127456893488567,522.1490000000001,0.29927505000499066,2388.0649999999996,0.03597838857593137,8131.659,4.352290457014518,8.41154,0.018355695452788923,0.03,0.0,392.1,1.2866839377079229,2388.0,0.0,100.0,0.0,38.93900000000001,0.0826572575290265,23.38407,0.06730580377814584
1,35,0.0003,0.0002,100.0,518.67,642.44,1590.0,1403.0,14.62,21.61,554.3,2388.04,9045.76,1.3,47.31,521.75,2388.01,8140.17,8.443,0.03,391,2388,100.0,39.13,23.4164,125,518.67,0.0,642.3100000000001,0.24207436873807797,1587.617,4.024411758257497,1399.7279999999998,2.5834722543292905,14.62,0.0,21.61,0.0,554.3779999999999,0.28685265284549644,2388.056,0.029514591494707417,9049.009999999998,3.9287968189291025,1.3,0.0,47.339999999999996,0.08178562764254496,522.068,0.2849483383976019,2388.064,0.03747591819439897,8132.014999999999,4.911881852541926,8.41667,0.0193371289377597,0.03,0.0,391.9,1.286683937707939,2388.0,0.0,100.0,0.0,38.957,0.10252912865240305,23.382830000000002,0.06649955806035299
